id,value
id_0,27.45402717590332
id_1,66.27210998535156
id_2,27.34722900390625
id_3,37.75579833984375
id_4,12.660160064697266
id_5,30.36322784423828
id_6,48.41188049316406
id_7,18.993738174438477
id_8,56.955406188964844
id_9,30.440967559814453
id_10,50.13115692138672
id_11,61.218299865722656
id_12,44.7272834777832
id_13,34.8979606628418
id_14,32.62217330932617
id_15,13.847776412963867
id_16,62.75505828857422
id_17,23.2579402923584
id_18,16.63644790649414
id_19,16.576078414916992
id_20,22.01912498474121
id_21,37.0009651184082
id_22,49.24370193481445
id_23,17.03987693786621
id_24,66.47944641113281
id_25,47.64397048950195
id_26,37.566070556640625
id_27,10.599398612976074
id_28,42.32171630859375
id_29,38.55832290649414
id_30,17.696365356445312
id_31,14.158395767211914
id_32,18.74930191040039
id_33,11.586315155029297
id_34,20.047008514404297
id_35,56.9362907409668
id_36,34.77500534057617
id_37,36.20026397705078
id_38,12.001692771911621
id_39,66.72549438476562
id_40,56.839027404785156
id_41,31.380033493041992
id_42,58.49506378173828
id_43,24.11188316345215
id_44,51.05084991455078
id_45,57.73891830444336
id_46,63.86349105834961
id_47,49.04812240600586
id_48,53.94770431518555
id_49,43.66880798339844
id_50,37.88462448120117
id_51,25.134349822998047
id_52,58.076107025146484
id_53,29.064449310302734
id_54,44.10836410522461
id_55,44.084529876708984
id_56,31.25448226928711
id_57,25.57679557800293
id_58,48.059059143066406
id_59,46.217376708984375
id_60,13.273845672607422
id_61,37.374908447265625
id_62,42.91688537597656
id_63,55.990386962890625
id_64,55.6209831237793
id_65,30.855863571166992
id_66,47.43743896484375
id_67,64.8946533203125
id_68,26.94766616821289
id_69,54.60305404663086
id_70,70.42842102050781
id_71,64.84502410888672
id_72,48.043766021728516
id_73,29.63431167602539
id_74,25.572223663330078
id_75,42.178653717041016
id_76,76.90655517578125
id_77,6.33568000793457
id_78,46.2529182434082
id_79,43.08860778808594
id_80,12.416529655456543
id_81,27.10102653503418
id_82,13.513090133666992
id_83,40.67633819580078
id_84,12.690255165100098
id_85,12.200043678283691
id_86,24.5198974609375
id_87,20.260173797607422
id_88,24.68242835998535
id_89,28.155853271484375
id_90,45.384464263916016
id_91,14.350767135620117
id_92,22.171878814697266
id_93,17.651504516601562
id_94,41.75031661987305
id_95,24.768756866455078
id_96,22.074495315551758
id_97,12.527259826660156
id_98,17.179397583007812
id_99,16.576557159423828
id_100,15.616903305053711
id_101,25.940826416015625
id_102,18.25814437866211
id_103,16.95760726928711
id_104,18.32865333557129
id_105,40.25487518310547
id_106,29.28318977355957
id_107,16.227510452270508
id_108,27.381425857543945
id_109,23.626487731933594
id_110,14.643248558044434
id_111,17.931804656982422
id_112,24.39832305908203
id_113,28.955570220947266
id_114,23.975038528442383
id_115,25.368669509887695
id_116,17.339860916137695
id_117,48.39942932128906
id_118,34.238677978515625
id_119,8.340283393859863
id_120,6.812719821929932
id_121,17.86467933654785
id_122,16.0415096282959
id_123,15.847457885742188
id_124,13.72195816040039
id_125,27.431529998779297
id_126,28.071189880371094
id_127,12.798928260803223
id_128,22.537778854370117
id_129,20.866872787475586
id_130,8.709625244140625
id_131,37.64444351196289
id_132,25.590763092041016
id_133,28.643186569213867
id_134,37.01424789428711
id_135,32.43047332763672
id_136,17.704885482788086
id_137,30.074535369873047
id_138,80.5615463256836
id_139,74.61367797851562
id_140,37.32585906982422
id_141,20.258268356323242
id_142,28.536924362182617
id_143,10.209626197814941
id_144,19.037263870239258
id_145,14.699321746826172
id_146,23.61715316772461
id_147,12.641599655151367
id_148,19.12325096130371
id_149,24.048587799072266
id_150,45.840843200683594
id_151,26.443269729614258
id_152,31.75450897216797
id_153,18.534225463867188
id_154,25.77312469482422
id_155,36.154178619384766
id_156,22.197956085205078
id_157,40.05644607543945
id_158,9.72843074798584
id_159,25.65739631652832
id_160,50.273765563964844
id_161,20.66943359375
id_162,63.45637893676758
id_163,20.014745712280273
id_164,36.42665481567383
id_165,34.69613265991211
id_166,28.501060485839844
id_167,8.304883003234863
id_168,76.45819854736328
id_169,26.08991241455078
id_170,19.62535858154297
id_171,75.59994506835938
id_172,25.34735107421875
id_173,7.375480651855469
id_174,33.318477630615234
id_175,10.327174186706543
id_176,14.18574333190918
id_177,28.039047241210938
id_178,33.282997131347656
id_179,27.07413101196289
id_180,46.59420394897461
id_181,39.99981689453125
id_182,46.0859260559082
id_183,28.16767692565918
id_184,8.155559539794922
id_185,45.96918869018555
id_186,37.40522766113281
id_187,34.23064041137695
id_188,20.81717872619629
id_189,27.697050094604492
id_190,18.40258026123047
id_191,17.206546783447266
id_192,31.39240837097168
id_193,81.56280517578125
id_194,42.093360900878906
id_195,11.160588264465332
id_196,71.46968078613281
id_197,21.488534927368164
id_198,29.94171714782715
id_199,32.20192337036133
id_200,130.67103576660156
id_201,20.969337463378906
id_202,60.689231872558594
id_203,8.91417407989502
id_204,67.83700561523438
id_205,36.86070251464844
id_206,14.76447868347168
id_207,20.974803924560547
id_208,70.14701080322266
id_209,19.350358963012695
id_210,43.08396530151367
id_211,79.05828094482422
id_212,23.475923538208008
id_213,122.23595428466797
id_214,43.380096435546875
id_215,82.81148529052734
id_216,93.87557983398438
id_217,80.09476470947266
id_218,43.784481048583984
id_219,28.676538467407227
id_220,32.33274841308594
id_221,62.29841613769531
id_222,27.15355682373047
id_223,43.77872848510742
id_224,46.807899475097656
id_225,11.259256362915039
id_226,8.459295272827148
id_227,74.75933837890625
id_228,34.335365295410156
id_229,4.836813449859619
id_230,42.809295654296875
id_231,19.99923324584961
id_232,23.254072189331055
id_233,9.612715721130371
id_234,29.193588256835938
id_235,32.21131134033203
id_236,18.301424026489258
id_237,3.612578868865967
id_238,30.327661514282227
id_239,10.013751029968262
