id,value
id_0,16.9605067506472
id_1,61.05469077764844
id_2,20.71397450823912
id_3,29.023539446635322
id_4,6.7743285540419285
id_5,18.688067158329183
id_6,38.998762413089004
id_7,12.114670630947627
id_8,49.4309788589537
id_9,18.515830965333294
id_10,31.962706053825055
id_11,50.17873561343286
id_12,34.81202943592026
id_13,20.73172025082187
id_14,29.305146899300475
id_15,10.348800060185434
id_16,52.87717103696063
id_17,18.352464317649662
id_18,10.214956963111044
id_19,8.887889096649703
id_20,16.228166615487954
id_21,28.622410612415788
id_22,36.38831430014333
id_23,22.388326949142936
id_24,65.8583083881856
id_25,32.24181975341729
id_26,18.55903683451873
id_27,10.94784614760262
id_28,27.477627248428526
id_29,23.125640397152534
id_30,10.854385407364436
id_31,8.230807181233038
id_32,13.120523135288943
id_33,19.75390559725903
id_34,15.16502121171149
id_35,42.82216362719733
id_36,19.719773528332663
id_37,22.29458908691037
id_38,17.676321668832777
id_39,60.48222979927236
id_40,35.180947874387364
id_41,22.944302388534577
id_42,47.785361672144205
id_43,16.711121139047304
id_44,32.91462945354771
id_45,47.02714734583623
id_46,57.66706328048523
id_47,36.20809919882213
id_48,37.799775054958474
id_49,25.385251920655932
id_50,25.229954772552393
id_51,16.556816493003012
id_52,38.196720002345074
id_53,17.48550156921902
id_54,28.218180295488306
id_55,34.95619430525322
id_56,19.836533541270057
id_57,16.91930432028168
id_58,32.11581543880208
id_59,33.38939071774626
id_60,11.367954177659753
id_61,37.18537771766295
id_62,27.318440836131384
id_63,45.82153586371586
id_64,43.036656747054884
id_65,23.99781131384536
id_66,36.27666527748012
id_67,50.08366496999506
id_68,25.101068199747687
id_69,39.063621453933735
id_70,59.317498344155695
id_71,61.67051796714405
id_72,40.951235877562645
id_73,18.183865940438025
id_74,15.383020026368907
id_75,36.29001536440656
id_76,66.59705531456385
id_77,8.123959603317013
id_78,40.54533457384482
id_79,35.02622672790288
id_80,11.647161628337864
id_81,18.323572576254357
id_82,10.186229516284044
id_83,29.13016267272463
id_84,11.87600594812032
id_85,12.755116199398175
id_86,13.76253824718115
id_87,13.06191183443222
id_88,21.349256824574425
id_89,18.313471261468504
id_90,32.05515327413215
id_91,13.011219889830723
id_92,16.314889326345792
id_93,13.522079398048568
id_94,31.56451341739929
id_95,17.20801462847776
id_96,14.764426629971084
id_97,10.315249957777805
id_98,11.69282027147978
id_99,13.294465669195825
id_100,10.877266872958772
id_101,20.125045575763497
id_102,13.182897094213322
id_103,15.2048594783025
id_104,12.778531060462784
id_105,23.549496959212252
id_106,18.079263592513836
id_107,11.45288258274794
id_108,20.78795879889407
id_109,14.377088390745573
id_110,11.63918426341054
id_111,11.157252625987814
id_112,16.54868164581072
id_113,15.811782054154625
id_114,16.592956797761467
id_115,17.420263627077237
id_116,12.664809536114449
id_117,31.771149980338777
id_118,26.00294970449439
id_119,10.040135562109448
id_120,8.328851760712169
id_121,11.673329580732679
id_122,11.047846285661219
id_123,10.079602639747351
id_124,12.46725973559803
id_125,18.5776063292952
id_126,25.329924763708007
id_127,10.125114916145023
id_128,15.268710242480504
id_129,13.779105756479856
id_130,7.957601752665934
id_131,21.738549804463723
id_132,19.331013005166877
id_133,40.1139923913667
id_134,26.207145482101385
id_135,21.44842024302032
id_136,13.185406119038353
id_137,21.10468115276291
id_138,85.1575557107185
id_139,77.39771387202987
id_140,27.883942587225945
id_141,13.289257346363716
id_142,17.059855567960433
id_143,10.230633563500303
id_144,17.185457165210597
id_145,10.352523450420192
id_146,18.14328053602728
id_147,12.199139354754799
id_148,14.660854921434982
